categoria,atributo,valor,fuente
Computadores,tecnologia_disco_principal,HDD,solotodo
Computadores,tecnologia_disco_principal,Intel Optane,solotodo
Computadores,tecnologia_disco_principal,SSD,solotodo
Computadores,tecnologia_disco_principal,Super RAID,solotodo
Computadores,tecnologia_disco_principal,eMMC,solotodo
Computadores,tecnologia_disco_principal,mSATA,solotodo
Computadores,tecnologia_disco_principal,NVMe SSD,claude
Computadores,tecnologia_disco_principal,SATA SSD,claude
Computadores,tipo_configuracion_discos,solo SSD,claude
Computadores,tipo_configuracion_discos,SSD+HDD,claude
Computadores,tipo_configuracion_discos,solo HDD,claude
Computadores,tipo_configuracion_discos,otro,claude
Computadores,gpu_dedicada_nombre,AMD FireGL V5700,solotodo
Computadores,gpu_dedicada_nombre,AMD FirePro M2000,solotodo
Computadores,gpu_dedicada_nombre,AMD FirePro M3900,solotodo
Computadores,gpu_dedicada_nombre,AMD FirePro M4000,solotodo
Computadores,gpu_dedicada_nombre,AMD FirePro M4100,solotodo
Computadores,gpu_dedicada_nombre,AMD FirePro M4150,solotodo
Computadores,gpu_dedicada_nombre,AMD FirePro M5100,solotodo
Computadores,gpu_dedicada_nombre,AMD FirePro M5800,solotodo
Computadores,gpu_dedicada_nombre,AMD FirePro M5950,solotodo
Computadores,gpu_dedicada_nombre,AMD FirePro M8900,solotodo
Computadores,gpu_dedicada_nombre,AMD FirePro W4170M,solotodo
Computadores,gpu_dedicada_nombre,AMD FirePro W4190M,solotodo
Computadores,gpu_dedicada_nombre,AMD FirePro W5130M,solotodo
Computadores,gpu_dedicada_nombre,AMD FirePro W5170,solotodo
Computadores,gpu_dedicada_nombre,AMD FirePro W6150M,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon 520,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon 530,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon 535,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon 610,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon 625,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon 630,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon HD 2600 XT,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon HD 3450,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon HD 3470,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon HD 3650,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon HD 4330,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon HD 4530,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon HD 4550,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon HD 4570,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon HD 4650,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon HD 4670,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon HD 4830,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon HD 5145,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon HD 5450,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon HD 545v,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon HD 5470,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon HD 550v,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon HD 5650,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon HD 5730,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon HD 5850M,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon HD 5870,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon HD 6370,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon HD 6470M,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon HD 6490M,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon HD 6550M,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon HD 6570M,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon HD 6630M,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon HD 6650M,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon HD 6750M,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon HD 6770M,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon HD 6850M,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon HD 6870M,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon HD 6970M,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon HD 7450M,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon HD 7470M,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon HD 7550M,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon HD 7570M,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon HD 7650M,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon HD 7670M,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon HD 7690M,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon HD 7690M XT,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon HD 7730M,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon HD 7750M,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon HD 7850M,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon HD 7870M,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon HD 7970M,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon HD 8530M,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon HD 8550M,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon HD 8570M,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon HD 8670M,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon HD 8690M,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon HD 8730M,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon HD 8750M,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon HD 8770M,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon HD 8850M,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon HD 8870M,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon HD 8970M,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon Pro 450,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon Pro 455,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon Pro 5300M,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon Pro 5500M,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon Pro 555,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon Pro 555X,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon Pro 560,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon Pro 560X,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon Pro WX 2100,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon Pro WX 3100,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon Pro WX 3200,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon Pro WX 4170,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon Pro WX 7130,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon R5 M230,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon R5 M240,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon R5 M255,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon R5 M315,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon R5 M320,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon R5 M330,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon R5 M335,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon R5 M420,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon R5 M430,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon R7 M260,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon R7 M260X,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon R7 M265,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon R7 M270,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon R7 M340,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon R7 M350,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon R7 M360,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon R7 M370,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon R7 M440,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon R7 M445,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon R7 M460,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon R9 M265X,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon R9 M270,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon R9 M275,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon R9 M290X,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon R9 M365X,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon R9 M370X,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon R9 M375,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon R9 M385,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon RX 460,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon RX 520,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon RX 5300M,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon RX 540,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon RX 540X,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon RX 550,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon RX 5500M,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon RX 550X,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon RX 560,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon RX 5600M,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon RX 560X,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon RX 580,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon RX 640,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon RX 6500M,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon RX 6550M,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon RX 6600M,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon RX 6650M,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon RX 6700M,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon RX 6700S,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon RX 6800M,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon RX 6800S,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon RX 6850M XT,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon RX 7600M,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon RX 7600S,solotodo
Computadores,gpu_dedicada_nombre,AMD Radeon RX 7700S,solotodo
Computadores,gpu_dedicada_nombre,Intel Arc A350M,solotodo
Computadores,gpu_dedicada_nombre,Intel Arc A370M,solotodo
Computadores,gpu_dedicada_nombre,Intel Arc Graphics 140T (Integrada),solotodo
Computadores,gpu_dedicada_nombre,Intel Arc Pro A30M,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce 315M,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce 410M,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce 610M,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce 710M,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce 810M,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce 820M,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce 830M,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce 8400M GS,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce 840M,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce 9200M GS,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce 920A,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce 920M,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce 920MX,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce 9300M GS,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce 930M,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce 930MX,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce 940M,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce 940MX,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce 945M,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce 9600M GT,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce G 105M,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce G 210M,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce G 310M,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce GT 230M,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce GT 240M,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce GT 320M,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce GT 325M,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce GT 330M,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce GT 335M,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce GT 420M,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce GT 425M,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce GT 435M,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce GT 520M,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce GT 525M,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce GT 540M,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce GT 550M,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce GT 555M,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce GT 620M,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce GT 630M,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce GT 635M,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce GT 640M (DDR3),solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce GT 640M (GDDR5),solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce GT 640M LE,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce GT 645M,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce GT 650M (DDR3),solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce GT 650M (GDDR5),solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce GT 720M,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce GT 730M,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce GT 735M,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce GT 740M,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce GT 745M,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce GT 750M,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce GT 755M,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce GTS 250M,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce GTS 350M,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce GTS 360M,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce GTX 1050,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce GTX 1050 Max-Q,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce GTX 1050 Ti,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce GTX 1050 Ti Max-Q,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce GTX 1060,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce GTX 1060 Max-Q,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce GTX 1070,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce GTX 1070 Max-Q,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce GTX 1080,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce GTX 1080 Max-Q,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce GTX 1650,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce GTX 1650 Max-Q,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce GTX 1650 Ti,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce GTX 1650 Ti Max-Q,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce GTX 1660 Ti,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce GTX 1660 Ti Max-Q,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce GTX 260M,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce GTX 460M,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce GTX 560M,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce GTX 570M,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce GTX 660M,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce GTX 670M,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce GTX 670MX,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce GTX 675M,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce GTX 680M,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce GTX 760M,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce GTX 765M,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce GTX 770M,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce GTX 780M,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce GTX 850M,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce GTX 860M,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce GTX 870M,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce GTX 880M,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce GTX 950M,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce GTX 960M,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce GTX 965M,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce GTX 970,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce GTX 970M,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce GTX 980M,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce Go 7600,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce MX110,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce MX130,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce MX150,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce MX230,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce MX250,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce MX330,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce MX350,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce MX450,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce MX550,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce MX570,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce RTX 2050,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce RTX 2060,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce RTX 2060 Max-Q,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce RTX 2070,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce RTX 2070 Max-Q,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce RTX 2070 Super,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce RTX 2070 Super Max-Q,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce RTX 2080,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce RTX 2080 Max-Q,solotodo
Computadores,gpu_dedicada_nombre,NVIDIA GeForce RTX 2080 Super,solotodo
